"Date","Price","Open","High","Low","Vol.","Change %"
"Oct 10, 2021","0.38312","0.41001","0.41642","0.38071","23.63M","-6.49%"
"Oct 09, 2021","0.40972","0.40162","0.42994","0.39579","35.34M","2.05%"
"Oct 08, 2021","0.40150","0.39478","0.41879","0.38880","61.83M","1.73%"
"Oct 07, 2021","0.39469","0.39267","0.40082","0.38380","29.62M","0.51%"
"Oct 06, 2021","0.39267","0.40902","0.41248","0.38194","43.75M","-4.00%"
"Oct 05, 2021","0.40902","0.39956","0.41444","0.39609","37.05M","2.27%"
"Oct 04, 2021","0.39995","0.41146","0.41147","0.38334","43.68M","-2.80%"
"Oct 03, 2021","0.41146","0.39747","0.42937","0.38976","69.94M","3.52%"
"Oct 02, 2021","0.39747","0.38841","0.41075","0.38418","41.66M","2.32%"
"Oct 01, 2021","0.38844","0.36532","0.39049","0.36396","45.48M","6.32%"
"Sep 30, 2021","0.36536","0.35488","0.37081","0.35377","20.58M","2.95%"
"Sep 29, 2021","0.35488","0.35112","0.36693","0.34997","24.97M","1.14%"
"Sep 28, 2021","0.35088","0.36620","0.37297","0.34931","34.81M","-4.18%"
"Sep 27, 2021","0.36620","0.36936","0.38321","0.36507","37.54M","-0.82%"
"Sep 26, 2021","0.36923","0.38455","0.38567","0.35403","61.41M","-4.01%"
"Sep 25, 2021","0.38463","0.37971","0.39160","0.37023","35.45M","1.30%"
"Sep 24, 2021","0.37969","0.41077","0.41189","0.36817","58.44M","-7.56%"
"Sep 23, 2021","0.41075","0.41026","0.41548","0.39690","31.64M","0.12%"
"Sep 22, 2021","0.41025","0.37599","0.41101","0.37039","42.80M","9.11%"
"Sep 21, 2021","0.37601","0.40162","0.41493","0.36870","65.36M","-6.29%"
"Sep 20, 2021","0.40123","0.44992","0.45192","0.38891","76.19M","-10.82%"
"Sep 19, 2021","0.44992","0.45987","0.47107","0.44540","47.60M","-2.17%"
"Sep 18, 2021","0.45988","0.46340","0.46729","0.44904","30.25M","-0.70%"
"Sep 17, 2021","0.46313","0.47192","0.47531","0.44835","46.95M","-1.86%"
"Sep 16, 2021","0.47192","0.49889","0.51334","0.45756","57.81M","-5.05%"
"Sep 15, 2021","0.49704","0.46736","0.50891","0.46031","67.06M","6.52%"
"Sep 14, 2021","0.46663","0.43380","0.48475","0.42612","51.06M","7.57%"
"Sep 13, 2021","0.43381","0.48380","0.48927","0.41411","61.08M","-10.34%"
"Sep 12, 2021","0.48383","0.43825","0.52834","0.42125","158.57M","10.40%"
"Sep 11, 2021","0.43825","0.41588","0.46900","0.41287","37.81M","5.38%"
"Sep 10, 2021","0.41588","0.44829","0.47047","0.40330","44.01M","-7.23%"
"Sep 09, 2021","0.44829","0.43589","0.47863","0.43068","55.64M","2.85%"
"Sep 08, 2021","0.43586","0.40413","0.48819","0.39443","137.26M","7.85%"
"Sep 07, 2021","0.40412","0.50491","0.50729","0.38300","142.93M","-19.96%"
"Sep 06, 2021","0.50491","0.52326","0.53318","0.46962","66.67M","-3.51%"
"Sep 05, 2021","0.52326","0.50830","0.53318","0.50281","68.03M","3.05%"
"Sep 04, 2021","0.50776","0.51354","0.52299","0.50308","56.37M","-1.13%"
"Sep 03, 2021","0.51354","0.52865","0.53097","0.50370","68.62M","-2.86%"
"Sep 02, 2021","0.52865","0.53579","0.54967","0.52630","70.84M","-1.50%"
"Sep 01, 2021","0.53672","0.55728","0.56566","0.52014","102.94M","-3.61%"
"Aug 31, 2021","0.55682","0.53532","0.56031","0.51600","139.47M","4.02%"
"Aug 30, 2021","0.53532","0.55388","0.59767","0.52828","287.36M","-3.35%"
"Aug 29, 2021","0.55388","0.55092","0.75277","0.51848","683.18M","0.55%"
"Aug 28, 2021","0.55088","0.49668","0.57120","0.48680","138.07M","11.12%"
"Aug 27, 2021","0.49574","0.49369","0.54017","0.48219","175.24M","0.64%"
"Aug 26, 2021","0.49260","0.46441","0.51711","0.44704","215.96M","6.10%"
"Aug 25, 2021","0.46428","0.45936","0.49542","0.43910","162.49M","1.07%"
"Aug 24, 2021","0.45937","0.50689","0.53717","0.44180","309.87M","-9.39%"
"Aug 23, 2021","0.50696","0.55057","0.57405","0.48328","416.16M","-7.73%"
"Aug 22, 2021","0.54945","0.35127","0.61425","0.35062","861.40M","56.38%"
"Aug 21, 2021","0.35136","0.35288","0.36470","0.34214","71.02M","-0.41%"
"Aug 20, 2021","0.35280","0.32860","0.35812","0.32540","73.51M","7.36%"
"Aug 19, 2021","0.32860","0.31466","0.32860","0.30552","53.88M","4.42%"
"Aug 18, 2021","0.31470","0.31433","0.32612","0.29945","64.75M","0.12%"
"Aug 17, 2021","0.31433","0.34418","0.34798","0.30950","64.89M","-8.67%"
"Aug 16, 2021","0.34417","0.32576","0.36690","0.32317","108.40M","5.65%"
"Aug 15, 2021","0.32576","0.32726","0.32953","0.31108","42.15M","-0.46%"
"Aug 14, 2021","0.32726","0.33759","0.34059","0.31374","48.25M","-3.01%"
"Aug 13, 2021","0.33740","0.28560","0.34192","0.28303","109.56M","18.13%"
"Aug 12, 2021","0.28562","0.29614","0.30411","0.27636","49.79M","-3.55%"
"Aug 11, 2021","0.29611","0.29193","0.30960","0.28800","49.29M","1.43%"
"Aug 10, 2021","0.29193","0.28643","0.29641","0.28003","56.81M","1.93%"
"Aug 09, 2021","0.28642","0.26039","0.29630","0.25350","73.93M","9.99%"
"Aug 08, 2021","0.26039","0.28132","0.28359","0.25947","44.41M","-7.43%"
"Aug 07, 2021","0.28130","0.26479","0.28803","0.26202","69.17M","6.24%"
"Aug 06, 2021","0.26479","0.25654","0.26974","0.24818","44.87M","3.21%"
"Aug 05, 2021","0.25654","0.25198","0.26179","0.24642","38.85M","1.81%"
"Aug 04, 2021","0.25198","0.24103","0.25601","0.23802","28.06M","4.64%"
"Aug 03, 2021","0.24080","0.25256","0.25576","0.23850","25.20M","-4.66%"
"Aug 02, 2021","0.25257","0.24985","0.25945","0.24285","30.06M","1.10%"
"Aug 01, 2021","0.24981","0.25144","0.26978","0.24927","47.24M","-0.82%"
"Jul 31, 2021","0.25188","0.24737","0.26476","0.24433","36.09M","1.82%"
"Jul 30, 2021","0.24737","0.23978","0.24981","0.23222","31.54M","3.17%"
"Jul 29, 2021","0.23977","0.23310","0.24236","0.22725","25.29M","2.93%"
"Jul 28, 2021","0.23294","0.22928","0.23952","0.22316","36.83M","1.58%"
"Jul 27, 2021","0.22931","0.22939","0.23685","0.22062","34.93M","0.03%"
"Jul 26, 2021","0.22924","0.22466","0.25235","0.22400","69.53M","2.04%"
"Jul 25, 2021","0.22466","0.21796","0.22820","0.21654","31.29M","4.44%"
"Jul 24, 2021","0.21512","0.21119","0.21886","0.20975","21.38M","1.86%"
"Jul 23, 2021","0.21118","0.21072","0.21386","0.20334","20.14M","0.22%"
"Jul 22, 2021","0.21072","0.20238","0.21561","0.20122","28.12M","4.12%"
"Jul 21, 2021","0.20238","0.18820","0.20572","0.18372","37.49M","7.53%"
"Jul 20, 2021","0.18820","0.20015","0.20290","0.18342","28.39M","-5.86%"
"Jul 19, 2021","0.19992","0.21160","0.21219","0.19877","20.16M","-5.52%"
"Jul 18, 2021","0.21161","0.20740","0.22132","0.20727","30.58M","2.11%"
"Jul 17, 2021","0.20724","0.20758","0.21435","0.20628","13.96M","-0.20%"
"Jul 16, 2021","0.20765","0.22288","0.22589","0.20712","31.99M","-6.87%"
"Jul 15, 2021","0.22298","0.23266","0.24575","0.22064","51.89M","-4.16%"
"Jul 14, 2021","0.23266","0.22329","0.24605","0.21200","47.89M","4.20%"
"Jul 13, 2021","0.22329","0.23241","0.23325","0.21948","18.33M","-3.93%"
"Jul 12, 2021","0.23241","0.23541","0.24130","0.22784","19.97M","-1.27%"
"Jul 11, 2021","0.23541","0.23496","0.23997","0.23056","20.99M","0.19%"
"Jul 10, 2021","0.23496","0.23828","0.24136","0.22826","22.34M","-1.39%"
"Jul 09, 2021","0.23828","0.23643","0.24019","0.22743","30.82M","0.78%"
"Jul 08, 2021","0.23643","0.25722","0.25855","0.23309","33.83M","-8.08%"
"Jul 07, 2021","0.25722","0.25895","0.27175","0.25567","42.81M","-0.67%"
"Jul 06, 2021","0.25895","0.24758","0.26145","0.24729","36.01M","4.59%"
"Jul 05, 2021","0.24758","0.25815","0.25858","0.24315","22.16M","-4.10%"
"Jul 04, 2021","0.25815","0.25957","0.26732","0.25684","27.65M","-0.54%"
"Jul 03, 2021","0.25957","0.24994","0.26602","0.24513","33.51M","3.85%"
"Jul 02, 2021","0.24994","0.25012","0.25244","0.23903","26.83M","-0.08%"
"Jul 01, 2021","0.25014","0.26793","0.26992","0.24557","32.92M","-6.66%"
"Jun 30, 2021","0.26798","0.27787","0.28267","0.25632","47.62M","-3.37%"
"Jun 29, 2021","0.27732","0.27968","0.29703","0.27652","81.79M","-0.81%"
"Jun 28, 2021","0.27957","0.27726","0.30002","0.26589","218.74M","0.89%"
"Jun 27, 2021","0.27711","0.21086","0.31870","0.20870","380.03M","31.43%"
"Jun 26, 2021","0.21084","0.20620","0.21224","0.19734","40.70M","2.19%"
"Jun 25, 2021","0.20632","0.22351","0.23299","0.20513","45.83M","-7.69%"
"Jun 24, 2021","0.22351","0.21717","0.22690","0.20437","36.62M","2.92%"
"Jun 23, 2021","0.21717","0.19927","0.22302","0.19371","40.48M","8.98%"
"Jun 22, 2021","0.19927","0.21369","0.22218","0.17442","61.69M","-6.77%"
"Jun 21, 2021","0.21375","0.27056","0.27224","0.21267","49.95M","-21.00%"
"Jun 20, 2021","0.27056","0.26842","0.27183","0.24579","29.42M","0.77%"
"Jun 19, 2021","0.26848","0.26999","0.27420","0.25869","19.74M","-0.55%"
"Jun 18, 2021","0.26996","0.29184","0.29719","0.26032","31.50M","-7.49%"
"Jun 17, 2021","0.29181","0.28930","0.29941","0.28399","25.22M","0.87%"
"Jun 16, 2021","0.28930","0.30639","0.31148","0.28503","41.53M","-5.57%"
"Jun 15, 2021","0.30637","0.31321","0.32093","0.30254","29.54M","-2.18%"
"Jun 14, 2021","0.31321","0.30557","0.31964","0.29914","30.93M","2.50%"
"Jun 13, 2021","0.30557","0.29044","0.31490","0.28382","25.55M","5.20%"
"Jun 12, 2021","0.29046","0.29209","0.30756","0.27932","30.21M","-0.47%"
"Jun 11, 2021","0.29182","0.31209","0.31713","0.28726","20.67M","-6.49%"
"Jun 10, 2021","0.31209","0.33205","0.34240","0.30769","27.65M","-6.01%"
"Jun 09, 2021","0.33205","0.31924","0.33571","0.30757","38.31M","4.01%"
"Jun 08, 2021","0.31924","0.32735","0.33371","0.28512","53.72M","-2.46%"
"Jun 07, 2021","0.32731","0.35531","0.36946","0.32635","32.95M","-7.88%"
"Jun 06, 2021","0.35531","0.34616","0.36228","0.34338","19.68M","2.64%"
"Jun 05, 2021","0.34616","0.36128","0.37473","0.33985","30.61M","-4.18%"
"Jun 04, 2021","0.36128","0.39188","0.39233","0.34420","35.70M","-7.69%"
"Jun 03, 2021","0.39138","0.38152","0.40774","0.37572","35.53M","2.58%"
"Jun 02, 2021","0.38153","0.37477","0.39997","0.36074","44.82M","1.80%"
"Jun 01, 2021","0.37477","0.36912","0.40701","0.35743","55.30M","1.53%"
"May 31, 2021","0.36914","0.33517","0.39005","0.31694","52.91M","9.88%"
"May 30, 2021","0.33595","0.32095","0.35717","0.30000","48.53M","4.70%"
"May 29, 2021","0.32085","0.35126","0.38408","0.30297","57.73M","-8.64%"
"May 28, 2021","0.35118","0.40413","0.47751","0.33347","152.28M","-12.98%"
"May 27, 2021","0.40355","0.42303","0.44204","0.38093","55.93M","-4.58%"
"May 26, 2021","0.42293","0.39142","0.47362","0.38658","132.08M","8.42%"
"May 25, 2021","0.39010","0.33793","0.40583","0.29031","112.91M","15.44%"
"May 24, 2021","0.33792","0.27268","0.34067","0.26441","110.88M","23.72%"
"May 23, 2021","0.27313","0.31411","0.32925","0.22217","95.53M","-13.03%"
"May 22, 2021","0.31404","0.34805","0.35611","0.30424","58.09M","-9.77%"
"May 21, 2021","0.34805","0.40545","0.43358","0.30136","86.16M","-14.23%"
"May 20, 2021","0.40581","0.34251","0.42905","0.30511","96.22M","18.46%"
"May 19, 2021","0.34256","0.52886","0.53714","0.27399","192.29M","-35.22%"
"May 18, 2021","0.52876","0.51016","0.57468","0.50533","71.52M","3.64%"
"May 17, 2021","0.51019","0.56992","0.56992","0.48708","85.06M","-10.48%"
"May 16, 2021","0.56992","0.55666","0.61777","0.52762","88.20M","2.38%"
"May 15, 2021","0.55668","0.61240","0.65429","0.55664","102.53M","-9.11%"
"May 14, 2021","0.61246","0.61065","0.66176","0.58624","129.11M","0.29%"
"May 13, 2021","0.61067","0.60994","0.66626","0.57706","210.31M","0.68%"
"May 12, 2021","0.60657","0.65726","0.89912","0.60328","752.09M","-7.71%"
"May 11, 2021","0.65726","0.51062","0.69126","0.49137","234.93M","28.72%"
"May 10, 2021","0.51063","0.57085","0.58845","0.48826","52.08M","-10.55%"
"May 09, 2021","0.57087","0.57681","0.58934","0.53577","38.53M","-1.02%"
"May 08, 2021","0.57672","0.58148","0.60099","0.55892","40.89M","-0.82%"
"May 07, 2021","0.58147","0.57815","0.63448","0.56448","90.96M","0.56%"
"May 06, 2021","0.57822","0.57325","0.59462","0.54606","73.76M","0.87%"
"May 05, 2021","0.57323","0.51734","0.58332","0.51130","72.88M","10.86%"
"May 04, 2021","0.51709","0.58057","0.58109","0.51296","66.81M","-10.92%"
"May 03, 2021","0.58050","0.57705","0.60727","0.56618","54.86M","0.60%"
"May 02, 2021","0.57705","0.58103","0.59374","0.55919","63.57M","-0.68%"
"May 01, 2021","0.58103","0.56088","0.58443","0.54934","38.23M","3.55%"
"Apr 30, 2021","0.56113","0.53073","0.57029","0.51782","43.68M","5.85%"
"Apr 29, 2021","0.53014","0.52282","0.55811","0.50149","47.83M","1.50%"
"Apr 28, 2021","0.52229","0.54139","0.55942","0.49858","43.71M","-3.53%"
"Apr 27, 2021","0.54139","0.49542","0.54318","0.48792","42.97M","9.23%"
"Apr 26, 2021","0.49563","0.43826","0.49840","0.43681","45.26M","13.09%"
"Apr 25, 2021","0.43828","0.43672","0.46684","0.41377","28.27M","0.45%"
"Apr 24, 2021","0.43630","0.47889","0.48048","0.43236","38.45M","-8.89%"
"Apr 23, 2021","0.47890","0.50319","0.50844","0.40314","69.65M","-4.70%"
"Apr 22, 2021","0.50251","0.54836","0.57515","0.48326","57.01M","-8.42%"
"Apr 21, 2021","0.54873","0.57056","0.60119","0.54468","32.08M","-3.86%"
"Apr 20, 2021","0.57076","0.56144","0.57793","0.51453","59.53M","1.66%"
"Apr 19, 2021","0.56144","0.62971","0.64046","0.53381","87.84M","-10.77%"
"Apr 18, 2021","0.62919","0.74500","0.76762","0.53427","175.18M","-15.54%"
"Apr 17, 2021","0.74497","0.64017","0.77940","0.63543","191.75M","16.35%"
"Apr 16, 2021","0.64026","0.67345","0.67778","0.60812","64.71M","-4.92%"
"Apr 15, 2021","0.67342","0.65134","0.69764","0.64992","67.71M","3.39%"
"Apr 14, 2021","0.65134","0.59932","0.67881","0.59122","112.05M","8.67%"
"Apr 13, 2021","0.59935","0.62207","0.63535","0.58241","57.52M","-3.61%"
"Apr 12, 2021","0.62178","0.57188","0.62192","0.56140","71.32M","8.73%"
"Apr 11, 2021","0.57188","0.55342","0.57661","0.55144","38.46M","3.38%"
"Apr 10, 2021","0.55317","0.55582","0.57831","0.54293","44.41M","-0.47%"
"Apr 09, 2021","0.55581","0.56777","0.57265","0.54696","39.28M","-2.11%"
"Apr 08, 2021","0.56778","0.52117","0.57513","0.51729","68.13M","8.89%"
"Apr 07, 2021","0.52144","0.57223","0.58294","0.49247","70.55M","-8.97%"
"Apr 06, 2021","0.57280","0.58741","0.60849","0.55282","70.02M","-2.48%"
"Apr 05, 2021","0.58740","0.57176","0.61262","0.54070","78.16M","2.74%"
"Apr 04, 2021","0.57176","0.52687","0.57834","0.51800","46.54M","8.51%"
"Apr 03, 2021","0.52690","0.57098","0.59799","0.52494","64.88M","-7.72%"
"Apr 02, 2021","0.57100","0.53657","0.57946","0.52741","58.89M","6.42%"
"Apr 01, 2021","0.53656","0.54833","0.56059","0.52628","52.19M","-2.16%"
"Mar 31, 2021","0.54843","0.54874","0.55964","0.50569","48.04M","-0.06%"
"Mar 30, 2021","0.54874","0.53805","0.56056","0.53228","44.77M","1.97%"
"Mar 29, 2021","0.53813","0.49090","0.55246","0.48364","70.93M","9.66%"
"Mar 28, 2021","0.49074","0.48604","0.50559","0.47446","47.26M","0.98%"
"Mar 27, 2021","0.48600","0.50157","0.51102","0.48156","41.51M","-3.11%"
"Mar 26, 2021","0.50157","0.44899","0.51059","0.44881","41.48M","11.71%"
"Mar 25, 2021","0.44899","0.46859","0.47421","0.43979","44.88M","-4.25%"
"Mar 24, 2021","0.46891","0.02823","0.53554","0.02712","54.96M","1,561.06%"
"Mar 23, 2021","0.02823","0.02802","0.02914","0.02450","1.73B","0.79%"
"Mar 22, 2021","0.02801","0.55531","0.56548","0.02722","1.67B","-94.96%"
"Mar 21, 2021","0.55602","0.57843","0.58277","0.53188","21.44M","-3.85%"
"Mar 20, 2021","0.57832","0.58563","0.61151","0.57791","15.99M","-1.26%"
"Mar 19, 2021","0.58571","0.59278","0.60856","0.56460","16.79M","-1.19%"
"Mar 18, 2021","0.59279","0.62713","0.63179","0.58959","19.15M","-5.48%"
"Mar 17, 2021","0.62719","0.54521","0.65300","0.54068","37.98M","15.02%"
"Mar 16, 2021","0.54530","0.56208","0.57673","0.51755","23.91M","-2.96%"
"Mar 15, 2021","0.56195","0.54212","0.59072","0.51090","35.11M","3.63%"
"Mar 14, 2021","0.54228","0.56967","0.57706","0.53956","18.61M","-4.76%"
"Mar 13, 2021","0.56939","0.52675","0.60223","0.51119","23.91M","8.12%"
"Mar 12, 2021","0.52665","0.55877","0.56864","0.51410","23.38M","-5.74%"
"Mar 11, 2021","0.55869","0.57088","0.58071","0.54089","22.25M","-2.28%"
"Mar 10, 2021","0.57170","0.61984","0.62544","0.56108","20.76M","-7.74%"
"Mar 09, 2021","0.61965","0.59105","0.62729","0.58000","25.26M","4.84%"
"Mar 08, 2021","0.59103","0.57073","0.59787","0.54798","16.46M","3.55%"
"Mar 07, 2021","0.57076","0.58571","0.59177","0.55503","13.18M","-2.56%"
"Mar 06, 2021","0.58577","0.57166","0.59674","0.54660","14.68M","2.43%"
"Mar 05, 2021","0.57188","0.54449","0.58965","0.51233","25.37M","5.03%"
"Mar 04, 2021","0.54449","0.57612","0.59793","0.53800","20.44M","-5.42%"
"Mar 03, 2021","0.57571","0.56755","0.60995","0.56048","19.55M","1.45%"
"Mar 02, 2021","0.56750","0.59520","0.61281","0.54430","22.31M","-4.65%"
"Mar 01, 2021","0.59517","0.51793","0.59716","0.51575","19.83M","14.92%"
"Feb 28, 2021","0.51792","0.53885","0.54541","0.46463","19.27M","-3.88%"
"Feb 27, 2021","0.53880","0.51103","0.56406","0.51036","16.27M","5.45%"
"Feb 26, 2021","0.51097","0.53372","0.55178","0.48351","21.16M","-4.19%"
"Feb 25, 2021","0.53329","0.58512","0.61611","0.53130","17.62M","-8.85%"
"Feb 24, 2021","0.58505","0.56748","0.63424","0.54260","25.34M","3.10%"
"Feb 23, 2021","0.56745","0.68135","0.68474","0.45744","49.04M","-16.69%"
"Feb 22, 2021","0.68112","0.77024","0.77578","0.55010","34.79M","-11.57%"
"Feb 21, 2021","0.77024","0.70854","0.81766","0.69192","24.59M","8.68%"
"Feb 20, 2021","0.70870","0.73826","0.78840","0.68198","22.83M","-4.01%"
"Feb 19, 2021","0.73830","0.76146","0.76981","0.71779","18.60M","-3.04%"
"Feb 18, 2021","0.76146","0.75846","0.80839","0.75391","19.06M","0.37%"
"Feb 17, 2021","0.75862","0.69536","0.75883","0.66042","21.06M","9.12%"
"Feb 16, 2021","0.69521","0.71748","0.73999","0.65981","25.28M","-3.10%"
"Feb 15, 2021","0.71748","0.77261","0.78257","0.63085","34.55M","-7.15%"
"Feb 14, 2021","0.77273","0.82928","0.83545","0.74873","31.99M","-6.82%"
"Feb 13, 2021","0.82932","0.81813","0.86124","0.75651","40.25M","1.46%"
"Feb 12, 2021","0.81737","0.75045","0.88760","0.70869","47.71M","9.05%"
"Feb 11, 2021","0.74957","0.69080","0.76490","0.67333","35.37M","8.50%"
"Feb 10, 2021","0.69085","0.69438","0.72372","0.64029","34.10M","-0.51%"
"Feb 09, 2021","0.69438","0.66464","0.69514","0.63950","28.16M","4.46%"
"Feb 08, 2021","0.66472","0.62862","0.68719","0.61346","29.42M","5.75%"
"Feb 07, 2021","0.62857","0.65462","0.67268","0.57933","33.35M","-3.97%"
"Feb 06, 2021","0.65453","0.73010","0.74856","0.62607","42.78M","-10.35%"
"Feb 05, 2021","0.73012","0.53915","0.78910","0.53910","79.37M","35.43%"
"Feb 04, 2021","0.53913","0.56639","0.58851","0.52644","27.62M","-4.81%"
"Feb 03, 2021","0.56640","0.53969","0.57099","0.52187","25.90M","4.95%"
"Feb 02, 2021","0.53968","0.53670","0.54883","0.50996","26.20M","0.56%"
"Feb 01, 2021","0.53670","0.49452","0.54876","0.46411","35.24M","8.48%"
"Jan 31, 2021","0.49473","0.49734","0.57466","0.46960","53.62M","-0.48%"
"Jan 30, 2021","0.49713","0.44487","0.51068","0.43401","47.76M","11.48%"
"Jan 29, 2021","0.44593","0.44680","0.47944","0.42467","37.93M","-0.21%"
"Jan 28, 2021","0.44687","0.39707","0.47561","0.38877","36.22M","12.43%"
"Jan 27, 2021","0.39747","0.43492","0.45902","0.38845","31.83M","-8.59%"
"Jan 26, 2021","0.43481","0.41902","0.43979","0.39141","34.04M","3.92%"
"Jan 25, 2021","0.41842","0.41962","0.47582","0.41772","37.01M","-0.20%"
"Jan 24, 2021","0.41927","0.40528","0.42680","0.40115","23.08M","3.45%"
"Jan 23, 2021","0.40528","0.39836","0.43014","0.38974","26.62M","1.75%"
"Jan 22, 2021","0.39830","0.36746","0.41621","0.33794","27.69M","8.37%"
"Jan 21, 2021","0.36753","0.45729","0.45973","0.36534","32.83M","-19.07%"
"Jan 20, 2021","0.45415","0.46750","0.48904","0.39165","43.95M","-2.86%"
"Jan 19, 2021","0.46750","0.41324","0.51282","0.41317","62.87M","13.13%"
"Jan 18, 2021","0.41323","0.42430","0.42922","0.39231","26.84M","-2.63%"
"Jan 17, 2021","0.42439","0.38869","0.43825","0.36299","33.43M","9.25%"
"Jan 16, 2021","0.38846","0.38644","0.41880","0.37254","29.68M","0.20%"
"Jan 15, 2021","0.38768","0.40547","0.41387","0.34572","33.87M","-4.39%"
"Jan 14, 2021","0.40547","0.41298","0.44752","0.38069","51.61M","-1.83%"
"Jan 13, 2021","0.41302","0.32311","0.41311","0.30946","44.69M","27.85%"
"Jan 12, 2021","0.32305","0.31257","0.34919","0.30101","36.23M","3.31%"
"Jan 11, 2021","0.31269","0.35307","0.35320","0.26410","51.37M","-11.46%"
"Jan 10, 2021","0.35315","0.38448","0.40919","0.32992","36.95M","-8.19%"
"Jan 09, 2021","0.38466","0.34913","0.42959","0.34759","68.46M","10.19%"
"Jan 08, 2021","0.34909","0.36934","0.38799","0.31648","36.48M","-5.49%"
"Jan 07, 2021","0.36937","0.40775","0.44918","0.35675","66.59M","-9.41%"
"Jan 06, 2021","0.40773","0.48344","0.51802","0.40052","202.55M","-15.66%"
"Jan 05, 2021","0.48344","0.36376","0.61853","0.35193","312.86M","32.50%"
"Jan 04, 2021","0.36485","0.27340","0.38473","0.24248","170.68M","34.33%"
"Jan 03, 2021","0.27161","0.17538","0.27637","0.17509","50.11M","54.88%"
"Jan 02, 2021","0.17537","0.17493","0.17887","0.16967","10.87M","0.24%"
"Jan 01, 2021","0.17495","0.16961","0.18149","0.16726","17.18M","3.14%"
"Dec 31, 2020","0.16962","0.17942","0.17953","0.16691","14.83M","-5.51%"
"Dec 30, 2020","0.17951","0.18262","0.20020","0.17801","28.35M","-1.71%"
"Dec 29, 2020","0.18262","0.17514","0.18520","0.16580","24.66M","4.27%"
"Dec 28, 2020","0.17514","0.16157","0.18561","0.15829","30.28M","8.40%"
"Dec 27, 2020","0.16158","0.15237","0.16676","0.14516","17.78M","6.05%"
"Dec 26, 2020","0.15236","0.15215","0.15719","0.14643","13.58M","0.14%"
"Dec 25, 2020","0.15214","0.14979","0.15838","0.14567","15.27M","1.57%"
"Dec 24, 2020","0.14980","0.14046","0.15073","0.13486","13.94M","6.66%"
"Dec 23, 2020","0.14044","0.16404","0.16542","0.13064","16.59M","-14.39%"
"Dec 22, 2020","0.16406","0.16120","0.16805","0.15446","14.65M","2.09%"
"Dec 21, 2020","0.16070","0.17088","0.17465","0.15850","16.63M","-6.08%"
"Dec 20, 2020","0.17110","0.17171","0.17438","0.16235","12.88M","-0.35%"
"Dec 19, 2020","0.17171","0.17243","0.17851","0.16912","13.61M","-0.42%"
"Dec 18, 2020","0.17244","0.17137","0.17534","0.16800","9.50M","0.62%"
"Dec 17, 2020","0.17137","0.17361","0.18214","0.16907","19.18M","-1.29%"
"Dec 16, 2020","0.17361","0.17245","0.17938","0.16895","16.17M","0.69%"
"Dec 15, 2020","0.17242","0.17686","0.17885","0.16779","9.07M","-2.51%"
"Dec 14, 2020","0.17686","0.17785","0.17785","0.17343","8.25M","-0.54%"
"Dec 13, 2020","0.17782","0.17820","0.18202","0.17395","7.77M","-0.21%"
"Dec 12, 2020","0.17820","0.16748","0.18357","0.16739","8.59M","6.38%"
"Dec 11, 2020","0.16750","0.17460","0.17488","0.16548","10.97M","-4.07%"
"Dec 10, 2020","0.17462","0.18707","0.18812","0.17198","10.22M","-6.65%"
"Dec 09, 2020","0.18706","0.18622","0.19866","0.17018","21.92M","0.70%"
"Dec 08, 2020","0.18576","0.18367","0.19836","0.17217","20.07M","1.15%"
"Dec 07, 2020","0.18366","0.18899","0.18912","0.18113","6.46M","-2.81%"
"Dec 06, 2020","0.18896","0.19358","0.19480","0.18312","6.57M","-2.41%"
"Dec 05, 2020","0.19363","0.18229","0.19363","0.18014","7.69M","6.22%"
"Dec 04, 2020","0.18229","0.19854","0.19967","0.18050","13.13M","-8.22%"
"Dec 03, 2020","0.19863","0.20017","0.20177","0.19056","10.04M","-0.75%"
"Dec 02, 2020","0.20014","0.18937","0.20369","0.18687","10.96M","5.71%"
"Dec 01, 2020","0.18934","0.20118","0.20459","0.18259","16.00M","-5.89%"
"Nov 30, 2020","0.20118","0.19555","0.20259","0.19043","11.03M","2.88%"
"Nov 29, 2020","0.19555","0.19086","0.20079","0.18780","8.97M","2.46%"
"Nov 28, 2020","0.19085","0.18337","0.20001","0.18283","13.44M","4.06%"
"Nov 27, 2020","0.18341","0.18952","0.19531","0.17342","11.00M","-3.24%"
"Nov 26, 2020","0.18956","0.20672","0.21728","0.16770","29.62M","-8.53%"
"Nov 25, 2020","0.20724","0.22163","0.23637","0.19845","19.76M","-6.75%"
"Nov 24, 2020","0.22223","0.19791","0.22461","0.19354","27.58M","12.29%"
"Nov 23, 2020","0.19791","0.18828","0.20264","0.18509","15.33M","5.13%"
"Nov 22, 2020","0.18825","0.19815","0.20109","0.17875","15.68M","-5.00%"
"Nov 21, 2020","0.19816","0.18617","0.20697","0.18073","16.64M","6.44%"
"Nov 20, 2020","0.18616","0.17569","0.19705","0.17514","17.34M","5.96%"
"Nov 19, 2020","0.17569","0.17507","0.18665","0.17245","12.74M","0.36%"
"Nov 18, 2020","0.17507","0.18390","0.18741","0.16838","13.38M","-4.81%"
"Nov 17, 2020","0.18392","0.18191","0.18662","0.17826","12.43M","1.11%"
"Nov 16, 2020","0.18189","0.17324","0.18761","0.17007","13.11M","5.01%"
"Nov 15, 2020","0.17322","0.17521","0.18374","0.16844","15.32M","-1.12%"
