"Date","Price","Open","High","Low","Vol.","Change %"
"Nov 14, 2020","0.17517","0.18848","0.18996","0.17042","13.27M","-7.26%"
"Nov 13, 2020","0.18889","0.17783","0.19251","0.17522","14.17M","6.23%"
"Nov 12, 2020","0.17782","0.18249","0.18496","0.17074","25.94M","-2.56%"
"Nov 11, 2020","0.18249","0.20116","0.21579","0.17947","42.61M","-9.28%"
"Nov 10, 2020","0.20116","0.15594","0.22061","0.15447","38.74M","29.00%"
"Nov 09, 2020","0.15594","0.15575","0.16895","0.14824","17.14M","0.11%"
"Nov 08, 2020","0.15576","0.14334","0.15914","0.13979","13.40M","8.67%"
"Nov 07, 2020","0.14334","0.13807","0.15888","0.13534","24.42M","3.80%"
"Nov 06, 2020","0.13808","0.12070","0.13951","0.12009","14.57M","14.40%"
"Nov 05, 2020","0.12070","0.12289","0.12773","0.11435","13.17M","-1.63%"
"Nov 04, 2020","0.12270","0.12965","0.12984","0.11706","9.86M","-5.35%"
"Nov 03, 2020","0.12964","0.13729","0.13745","0.12814","8.78M","-5.58%"
"Nov 02, 2020","0.13730","0.14761","0.15000","0.13650","11.17M","-6.98%"
"Nov 01, 2020","0.14760","0.14002","0.15259","0.13924","15.64M","5.41%"
"Oct 31, 2020","0.14003","0.12621","0.14147","0.12548","11.68M","10.95%"
"Oct 30, 2020","0.12621","0.13292","0.13411","0.11892","13.25M","-5.05%"
"Oct 29, 2020","0.13292","0.14371","0.14724","0.12868","11.41M","-7.50%"
"Oct 28, 2020","0.14369","0.15694","0.15828","0.13688","11.71M","-8.37%"
"Oct 27, 2020","0.15682","0.15670","0.16063","0.15354","10.91M","0.09%"
"Oct 26, 2020","0.15667","0.16391","0.16675","0.15057","13.02M","-4.43%"
"Oct 25, 2020","0.16393","0.16618","0.17530","0.16170","9.74M","-1.35%"
"Oct 24, 2020","0.16618","0.16495","0.16737","0.16070","8.48M","0.74%"
"Oct 23, 2020","0.16495","0.16892","0.17072","0.16139","9.11M","-2.35%"
"Oct 22, 2020","0.16892","0.16568","0.17367","0.16561","9.23M","1.96%"
"Oct 21, 2020","0.16567","0.15778","0.17427","0.15763","15.42M","5.01%"
"Oct 20, 2020","0.15777","0.17159","0.17459","0.15640","14.50M","-8.07%"
"Oct 19, 2020","0.17161","0.17494","0.17704","0.16728","13.39M","-1.90%"
"Oct 18, 2020","0.17493","0.17154","0.17866","0.16468","6.62M","1.98%"
"Oct 17, 2020","0.17154","0.16950","0.17911","0.16819","9.96M","1.19%"
"Oct 16, 2020","0.16952","0.18331","0.18338","0.16731","12.83M","-7.54%"
"Oct 15, 2020","0.18334","0.18010","0.18798","0.17678","10.83M","1.73%"
"Oct 14, 2020","0.18022","0.18845","0.19260","0.17764","12.30M","-4.37%"
"Oct 13, 2020","0.18845","0.19844","0.19845","0.18682","7.62M","-5.04%"
"Oct 12, 2020","0.19846","0.19468","0.20280","0.18904","12.53M","1.94%"
"Oct 11, 2020","0.19468","0.20944","0.21600","0.18787","11.30M","-7.05%"
"Oct 10, 2020","0.20944","0.19659","0.21201","0.19608","11.59M","6.54%"
"Oct 09, 2020","0.19659","0.18462","0.19965","0.17860","14.22M","6.48%"
"Oct 08, 2020","0.18463","0.16775","0.18858","0.16465","19.16M","10.05%"
"Oct 07, 2020","0.16777","0.17343","0.17346","0.15511","20.38M","-3.26%"
"Oct 06, 2020","0.17342","0.19253","0.19357","0.17264","18.52M","-9.89%"
"Oct 05, 2020","0.19246","0.19984","0.20267","0.18875","11.25M","-3.69%"
"Oct 04, 2020","0.19983","0.20183","0.21228","0.19862","8.34M","-1.00%"
"Oct 03, 2020","0.20184","0.19944","0.20807","0.19574","9.96M","1.20%"
"Oct 02, 2020","0.19944","0.21493","0.22347","0.19051","21.31M","-7.21%"
"Oct 01, 2020","0.21493","0.21519","0.22466","0.20556","13.58M","-0.12%"
"Sep 30, 2020","0.21519","0.22074","0.22244","0.20851","7.93M","-2.49%"
"Sep 29, 2020","0.22069","0.22390","0.23243","0.21373","8.97M","-1.45%"
"Sep 28, 2020","0.22393","0.21840","0.23374","0.21616","11.92M","2.55%"
"Sep 27, 2020","0.21836","0.22435","0.22935","0.21378","10.65M","-2.68%"
"Sep 26, 2020","0.22437","0.22445","0.22684","0.21773","9.60M","-0.03%"
"Sep 25, 2020","0.22445","0.22531","0.23568","0.21512","13.21M","-0.38%"
"Sep 24, 2020","0.22529","0.21008","0.22647","0.20755","14.28M","7.23%"
"Sep 23, 2020","0.21011","0.23932","0.24201","0.20783","19.77M","-12.20%"
"Sep 22, 2020","0.23932","0.24340","0.25621","0.23603","21.10M","-2.04%"
"Sep 21, 2020","0.24431","0.24140","0.27754","0.22952","38.59M","1.22%"
"Sep 20, 2020","0.24137","0.25443","0.25827","0.23846","12.32M","-5.12%"
"Sep 19, 2020","0.25441","0.26122","0.27188","0.24375","12.21M","-2.54%"
"Sep 18, 2020","0.26104","0.26243","0.28512","0.25093","27.25M","-0.45%"
"Sep 17, 2020","0.26222","0.24632","0.28609","0.22046","33.95M","6.47%"
"Sep 16, 2020","0.24629","0.25500","0.25728","0.22865","23.66M","-3.41%"
"Sep 15, 2020","0.25498","0.25943","0.29646","0.24994","38.65M","-1.71%"
"Sep 14, 2020","0.25941","0.25372","0.28731","0.25150","30.54M","2.24%"
"Sep 13, 2020","0.25373","0.25627","0.26890","0.23804","15.69M","-0.98%"
"Sep 12, 2020","0.25625","0.25017","0.27297","0.24903","19.69M","2.42%"
"Sep 11, 2020","0.25019","0.25426","0.27273","0.22601","29.98M","-1.60%"
"Sep 10, 2020","0.25426","0.20670","0.28543","0.20622","50.09M","23.01%"
"Sep 09, 2020","0.20670","0.17539","0.22134","0.16994","16.22M","17.85%"
"Sep 08, 2020","0.17539","0.17791","0.18719","0.16849","13.82M","-1.42%"
"Sep 07, 2020","0.17792","0.18375","0.18612","0.16404","39.24M","-3.08%"
"Sep 06, 2020","0.18357","0.17192","0.18689","0.15376","59.88M","6.77%"
"Sep 05, 2020","0.17192","0.20658","0.22011","0.16057","77.12M","-16.78%"
"Sep 04, 2020","0.20658","0.20932","0.23025","0.19099","81.29M","-1.31%"
"Sep 03, 2020","0.20932","0.22177","0.26319","0.20871","111.04M","-5.61%"
"Sep 02, 2020","0.22178","0.22452","0.23614","0.19652","62.09M","-1.22%"
"Sep 01, 2020","0.22452","0.21668","0.22966","0.21096","43.57M","3.62%"
"Aug 31, 2020","0.21668","0.23619","0.23738","0.21180","46.01M","-8.26%"
"Aug 30, 2020","0.23619","0.20490","0.24946","0.20464","68.29M","15.27%"
"Aug 29, 2020","0.20490","0.19394","0.21520","0.19029","48.41M","5.65%"
"Aug 28, 2020","0.19394","0.18778","0.19483","0.18281","37.80M","3.28%"
"Aug 27, 2020","0.18778","0.19440","0.19847","0.17813","46.58M","-3.26%"
"Aug 26, 2020","0.19411","0.19821","0.19979","0.18670","128.49M","-2.06%"
"Aug 25, 2020","0.19820","0.18970","0.20244","0.17604","127.44M","4.48%"
"Aug 24, 2020","0.18970","0.19177","0.19327","0.18491","42.29M","-1.08%"
"Aug 23, 2020","0.19177","0.19675","0.20825","0.18738","47.07M","-2.53%"
"Aug 22, 2020","0.19676","0.17228","0.19735","0.16127","56.21M","14.21%"
"Aug 21, 2020","0.17228","0.19253","0.22893","0.17063","63.22M","-10.52%"
"Aug 20, 2020","0.19253","0.16013","0.19539","0.16013","46.73M","20.23%"
"Aug 19, 2020","0.16013","0.17518","0.17843","0.15842","39.73M","-8.45%"
"Aug 18, 2020","0.17491","0.17887","0.18574","0.16798","44.57M","-2.21%"
"Aug 17, 2020","0.17887","0.18822","0.20474","0.17887","42.99M","-4.96%"
"Aug 16, 2020","0.18822","0.17470","0.19572","0.17158","45.99M","7.72%"
"Aug 15, 2020","0.17473","0.18894","0.22156","0.17333","60.38M","-7.52%"
"Aug 14, 2020","0.18894","0.15910","0.19209","0.15563","49.28M","18.76%"
"Aug 13, 2020","0.15910","0.14529","0.16435","0.13921","71.67M","9.50%"
"Aug 12, 2020","0.14529","0.13391","0.14869","0.12521","106.04M","8.50%"
"Aug 11, 2020","0.13391","0.14659","0.14689","0.12903","108.83M","-8.65%"
"Aug 10, 2020","0.14659","0.14591","0.14969","0.13882","103.91M","0.47%"
"Aug 09, 2020","0.14591","0.13480","0.15095","0.13280","110.77M","8.24%"
"Aug 08, 2020","0.13480","0.12580","0.13598","0.12300","94.19M","7.16%"
"Aug 07, 2020","0.12580","0.13101","0.13439","0.12000","95.63M","-3.97%"
"Aug 06, 2020","0.13101","0.13119","0.13539","0.12682","89.90M","-0.14%"
"Aug 05, 2020","0.13119","0.13389","0.13389","0.12531","90.53M","-2.01%"
"Aug 04, 2020","0.13389","0.12439","0.13810","0.12302","91.98M","7.64%"
"Aug 03, 2020","0.12439","0.12481","0.12818","0.12130","128.60M","-0.34%"
"Aug 02, 2020","0.12481","0.10690","0.13300","0.10170","133.96M","16.76%"
"Aug 01, 2020","0.10690","0.10200","0.10778","0.10171","125.09M","4.80%"
"Jul 31, 2020","0.10200","0.10809","0.10899","0.10001","129.03M","-5.63%"
"Jul 30, 2020","0.10809","0.10640","0.10898","0.10430","117.36M","1.03%"
"Jul 29, 2020","0.10699","0.11488","0.11508","0.10571","114.84M","-6.87%"
"Jul 28, 2020","0.11488","0.10251","0.11729","0.09922","116.76M","11.86%"
"Jul 27, 2020","0.10270","0.10890","0.10919","0.09401","138.78M","-5.69%"
"Jul 26, 2020","0.10890","0.11579","0.11750","0.10601","120.86M","-5.95%"
"Jul 25, 2020","0.11579","0.11809","0.12268","0.11491","113.85M","-1.95%"
"Jul 24, 2020","0.11809","0.12490","0.12509","0.11699","99.10M","-5.45%"
"Jul 23, 2020","0.12490","0.12350","0.12950","0.12340","93.47M","1.13%"
"Jul 22, 2020","0.12350","0.12288","0.12769","0.12101","92.14M","0.51%"
"Jul 21, 2020","0.12288","0.12440","0.12749","0.11950","93.83M","-1.22%"
"Jul 20, 2020","0.12440","0.13310","0.13718","0.12012","99.22M","-6.54%"
"Jul 19, 2020","0.13310","0.13500","0.13757","0.12732","94.02M","-1.40%"
"Jul 18, 2020","0.13500","0.13030","0.14224","0.12412","82.58M","3.61%"
"Jul 17, 2020","0.13030","0.11958","0.13577","0.11481","79.04M","8.97%"
"Jul 16, 2020","0.11958","0.12341","0.12519","0.10980","88.06M","-3.49%"
"Jul 15, 2020","0.12390","0.12670","0.13618","0.12172","98.06M","-2.21%"
"Jul 14, 2020","0.12670","0.12555","0.13437","0.12040","122.64M","0.91%"
"Jul 13, 2020","0.12555","0.10290","0.16099","0.10210","170.16M","22.01%"
"Jul 12, 2020","0.10290","0.10450","0.10589","0.09791","92.65M","-1.53%"
"Jul 11, 2020","0.10450","0.09728","0.10626","0.09650","81.82M","7.42%"
"Jul 10, 2020","0.09728","0.09290","0.09768","0.09072","93.05M","4.72%"
"Jul 09, 2020","0.09290","0.10108","0.10109","0.09130","94.49M","-8.10%"
"Jul 08, 2020","0.10108","0.09689","0.10409","0.09440","73.02M","4.33%"
"Jul 07, 2020","0.09689","0.10090","0.10141","0.09620","64.76M","-3.98%"
"Jul 06, 2020","0.10090","0.10141","0.10970","0.09484","115.43M","-0.50%"
"Jul 05, 2020","0.10141","0.10391","0.11298","0.09900","109.65M","-2.41%"
"Jul 04, 2020","0.10391","0.09109","0.10963","0.09090","115.59M","14.21%"
"Jul 03, 2020","0.09099","0.08288","0.09109","0.08260","76.90M","9.78%"
"Jul 02, 2020","0.08288","0.07930","0.08931","0.07920","44.30M","4.52%"
"Jul 01, 2020","0.07930","0.07440","0.08087","0.07360","90.12M","6.58%"
"Jun 30, 2020","0.07440","0.07469","0.07798","0.07302","111.11M","-0.13%"
"Jun 29, 2020","0.07450","0.07520","0.07679","0.07181","101.74M","-0.93%"
"Jun 28, 2020","0.07520","0.07480","0.07798","0.07292","84.00M","0.54%"
"Jun 27, 2020","0.07480","0.08639","0.08669","0.07219","110.96M","-13.42%"
"Jun 26, 2020","0.08639","0.07581","0.08827","0.07580","113.73M","13.96%"
"Jun 25, 2020","0.07581","0.07999","0.08029","0.07542","96.59M","-5.24%"
"Jun 24, 2020","0.07999","0.08461","0.08538","0.07882","95.59M","-5.46%"
"Jun 23, 2020","0.08461","0.08760","0.08760","0.08422","115.36M","-3.41%"
"Jun 22, 2020","0.08760","0.09030","0.09119","0.08271","128.45M","-3.00%"
"Jun 21, 2020","0.09030","0.09010","0.09138","0.08970","104.08M","0.23%"
"Jun 20, 2020","0.09010","0.09320","0.09430","0.08841","95.25M","-3.33%"
"Jun 19, 2020","0.09320","0.09070","0.09498","0.08792","97.84M","2.76%"
"Jun 18, 2020","0.09070","0.08950","0.09487","0.08950","84.77M","1.34%"
"Jun 17, 2020","0.08950","0.09170","0.09269","0.08773","87.63M","-2.40%"
"Jun 16, 2020","0.09170","0.09191","0.09579","0.08913","108.14M","-0.22%"
"Jun 15, 2020","0.09191","0.09302","0.09628","0.08212","118.21M","-1.30%"
"Jun 14, 2020","0.09312","0.10152","0.10509","0.09312","96.61M","-8.27%"
"Jun 13, 2020","0.10152","0.10330","0.11198","0.10054","97.76M","-1.72%"
"Jun 12, 2020","0.10330","0.08618","0.10437","0.08087","112.47M","19.86%"
"Jun 11, 2020","0.08618","0.10864","0.11139","0.08563","102.10M","-20.67%"
"Jun 10, 2020","0.10864","0.08912","0.11495","0.08781","96.26M","21.91%"
"Jun 09, 2020","0.08912","0.08301","0.09489","0.07962","117.87M","7.36%"
"Jun 08, 2020","0.08301","0.08822","0.08849","0.07984","116.74M","-5.91%"
"Jun 07, 2020","0.08822","0.07209","0.10906","0.07160","187.63M","22.37%"
"Jun 06, 2020","0.07209","0.06490","0.07219","0.06260","89.31M","11.08%"
"Jun 05, 2020","0.06490","0.07330","0.07330","0.06210","124.66M","-11.45%"
"Jun 04, 2020","0.07330","0.06480","0.07358","0.06359","116.89M","13.11%"
"Jun 03, 2020","0.06480","0.05752","0.06730","0.05611","134.00M","12.67%"
"Jun 02, 2020","0.05752","0.05638","0.06551","0.05263","193.64M","2.01%"
"Jun 01, 2020","0.05638","0.04840","0.05669","0.04840","127.59M","16.49%"
"May 31, 2020","0.04840","0.05030","0.05070","0.04820","119.51M","-3.78%"
"May 30, 2020","0.05030","0.04659","0.05189","0.04640","138.74M","7.96%"
"May 29, 2020","0.04659","0.04440","0.04699","0.04411","106.28M","4.94%"
"May 28, 2020","0.04440","0.04380","0.04440","0.04290","113.09M","1.36%"
"May 27, 2020","0.04380","0.04340","0.04429","0.04330","124.82M","0.94%"
"May 26, 2020","0.04340","0.04300","0.04828","0.04300","141.67M","0.93%"
"May 25, 2020","0.04300","0.04100","0.04300","0.04070","105.75M","4.87%"
"May 24, 2020","0.04100","0.04080","0.04310","0.04080","121.93M","0.48%"
"May 23, 2020","0.04080","0.04210","0.04329","0.04061","125.92M","-3.07%"
"May 22, 2020","0.04210","0.03900","0.04248","0.03899","128.36M","7.95%"
"May 21, 2020","0.03900","0.03960","0.04020","0.03800","104.79M","-1.53%"
"May 20, 2020","0.03960","0.04059","0.04149","0.03910","89.31M","-2.43%"
"May 19, 2020","0.04059","0.04259","0.04259","0.03921","125.10M","-4.70%"
"May 18, 2020","0.04259","0.03779","0.04259","0.03770","127.89M","12.71%"
"May 17, 2020","0.03779","0.03740","0.03809","0.03700","80.38M","1.06%"
"May 16, 2020","0.03740","0.03670","0.03889","0.03631","55.43M","1.90%"
"May 15, 2020","0.03670","0.03729","0.03985","0.03660","108.98M","-1.59%"
"May 14, 2020","0.03729","0.03470","0.04408","0.03431","107.38M","7.47%"
"May 13, 2020","0.03470","0.03280","0.03529","0.03280","61.03M","5.79%"
"May 12, 2020","0.03280","0.03110","0.03310","0.03110","74.66M","5.46%"
"May 11, 2020","0.03110","0.03094","0.03279","0.03022","72.85M","0.51%"
"May 10, 2020","0.03094","0.03479","0.03489","0.03003","29.58M","-11.06%"
"May 09, 2020","0.03479","0.03460","0.03589","0.03409","95.25M","0.56%"
"May 08, 2020","0.03460","0.03340","0.03670","0.03300","70.64M","3.57%"
"May 07, 2020","0.03340","0.03360","0.03540","0.03290","68.01M","-0.56%"
"May 06, 2020","0.03359","0.03399","0.03480","0.03359","48.19M","-1.16%"
"May 05, 2020","0.03399","0.03440","0.03498","0.03370","36.12M","-1.20%"
"May 04, 2020","0.03440","0.03430","0.03459","0.03330","34.09M","0.30%"
"May 03, 2020","0.03430","0.03549","0.03569","0.03402","32.33M","-3.36%"
"May 02, 2020","0.03549","0.03530","0.03569","0.03482","31.75M","0.54%"
"May 01, 2020","0.03530","0.03349","0.03629","0.03330","54.65M","5.41%"
"Apr 30, 2020","0.03349","0.03380","0.03500","0.03240","48.53M","-0.92%"
"Apr 29, 2020","0.03380","0.03200","0.03460","0.03190","48.98M","5.60%"
"Apr 28, 2020","0.03200","0.03220","0.03240","0.03180","44.01M","-0.60%"
"Apr 27, 2020","0.03220","0.03189","0.03329","0.03140","49.38M","0.97%"
"Apr 26, 2020","0.03189","0.03080","0.03280","0.03070","58.36M","3.53%"
"Apr 25, 2020","0.03080","0.03030","0.03460","0.03030","68.77M","1.66%"
"Apr 24, 2020","0.03030","0.03050","0.03090","0.02990","99.24M","-0.67%"
"Apr 23, 2020","0.03050","0.03040","0.03160","0.03000","85.97M","0.34%"
"Apr 22, 2020","0.03040","0.02910","0.03069","0.02890","78.10M","4.44%"
"Apr 21, 2020","0.02910","0.02920","0.03010","0.02890","93.77M","-0.33%"
"Apr 20, 2020","0.02920","0.03180","0.03199","0.02850","73.12M","-8.17%"
"Apr 19, 2020","0.03180","0.03299","0.03379","0.03170","55.82M","-3.62%"
"Apr 18, 2020","0.03299","0.03310","0.03829","0.03261","149.80M","-0.31%"
"Apr 17, 2020","0.03310","0.02790","0.03708","0.02760","110.79M","18.63%"
"Apr 16, 2020","0.02790","0.02630","0.02860","0.02600","68.16M","6.09%"
"Apr 15, 2020","0.02630","0.02730","0.02760","0.02630","70.82M","-3.66%"
"Apr 14, 2020","0.02730","0.02720","0.02780","0.02660","62.44M","0.36%"
"Apr 13, 2020","0.02720","0.02800","0.02800","0.02681","68.86M","-2.86%"
"Apr 12, 2020","0.02800","0.02799","0.02889","0.02760","52.53M","0.03%"
"Apr 11, 2020","0.02799","0.02790","0.02860","0.02780","56.31M","0.35%"
"Apr 10, 2020","0.02790","0.03030","0.03030","0.02730","88.34M","-7.93%"
"Apr 09, 2020","0.03030","0.03000","0.03050","0.02950","76.81M","1.00%"
"Apr 08, 2020","0.03000","0.02910","0.03030","0.02900","85.25M","3.09%"
"Apr 07, 2020","0.02910","0.03010","0.03050","0.02891","63.30M","-3.32%"
"Apr 06, 2020","0.03010","0.02800","0.03010","0.02780","88.43M","7.51%"
"Apr 05, 2020","0.02800","0.02830","0.02859","0.02740","73.06M","-1.06%"
"Apr 04, 2020","0.02830","0.02800","0.02880","0.02780","80.32M","1.06%"
"Apr 03, 2020","0.02800","0.02700","0.02899","0.02690","79.90M","3.69%"
"Apr 02, 2020","0.02700","0.02709","0.02900","0.02680","73.10M","-0.30%"
"Apr 01, 2020","0.02709","0.02650","0.02719","0.02590","51.22M","2.21%"
"Mar 31, 2020","0.02650","0.02659","0.02680","0.02596","63.35M","-0.32%"
"Mar 30, 2020","0.02659","0.02509","0.02697","0.02499","34.44M","5.97%"
"Mar 29, 2020","0.02509","0.02698","0.02729","0.02509","55.37M","-7.01%"
"Mar 28, 2020","0.02698","0.02620","0.02707","0.02504","63.21M","2.99%"
"Mar 27, 2020","0.02620","0.02789","0.03117","0.02599","65.48M","-6.07%"
"Mar 26, 2020","0.02789","0.02739","0.02810","0.02689","55.03M","1.81%"
"Mar 25, 2020","0.02739","0.02809","0.02839","0.02688","74.31M","-2.48%"
"Mar 24, 2020","0.02809","0.02800","0.02880","0.02709","57.47M","0.33%"
"Mar 23, 2020","0.02800","0.02679","0.02800","0.02559","69.86M","4.50%"
"Mar 22, 2020","0.02679","0.02839","0.02980","0.02660","61.60M","-5.63%"
"Mar 21, 2020","0.02839","0.02858","0.02960","0.02729","51.94M","-0.67%"
"Mar 20, 2020","0.02858","0.02989","0.03278","0.02564","71.28M","-4.38%"
"Mar 19, 2020","0.02989","0.02746","0.03135","0.02688","59.21M","8.84%"
"Mar 18, 2020","0.02746","0.02669","0.02768","0.02439","56.99M","2.88%"
"Mar 17, 2020","0.02669","0.02489","0.02807","0.02470","59.80M","7.18%"
"Mar 16, 2020","0.02490","0.02908","0.02908","0.02275","31.11M","-14.37%"
"Mar 15, 2020","0.02908","0.02946","0.03112","0.02835","20.48M","-1.27%"
"Mar 14, 2020","0.02946","0.02960","0.03228","0.02869","24.12M","-0.47%"
"Mar 13, 2020","0.02960","0.02344","0.03400","0.01931","62.27M","26.29%"
"Mar 12, 2020","0.02344","0.04458","0.04489","0.02232","75.80M","-47.42%"
"Mar 11, 2020","0.04458","0.04620","0.04909","0.04119","42.24M","-3.51%"
"Mar 10, 2020","0.04620","0.04268","0.05297","0.04241","77.99M","8.25%"
"Mar 09, 2020","0.04268","0.03989","0.04454","0.03742","49.74M","6.97%"
"Mar 08, 2020","0.03989","0.04650","0.04836","0.03892","46.86M","-14.21%"
"Mar 07, 2020","0.04650","0.04836","0.05472","0.04563","56.88M","-3.84%"
"Mar 06, 2020","0.04836","0.04467","0.04879","0.04419","35.32M","8.28%"
"Mar 05, 2020","0.04467","0.04054","0.04861","0.04044","44.46M","10.19%"
"Mar 04, 2020","0.04054","0.04042","0.04173","0.03948","29.87M","0.35%"
"Mar 03, 2020","0.04040","0.04063","0.04100","0.03939","27.48M","-0.53%"
"Mar 02, 2020","0.04061","0.03691","0.04097","0.03680","35.41M","10.05%"
"Mar 01, 2020","0.03691","0.04053","0.04131","0.03626","29.41M","-8.94%"
"Feb 29, 2020","0.04053","0.04271","0.04364","0.03986","32.00M","-5.10%"
"Feb 28, 2020","0.04271","0.03760","0.04332","0.03730","46.82M","13.58%"
"Feb 27, 2020","0.03760","0.03539","0.03933","0.03328","38.16M","6.26%"
"Feb 26, 2020","0.03539","0.04051","0.04100","0.03242","52.78M","-12.66%"
"Feb 25, 2020","0.04051","0.04513","0.04514","0.04011","46.41M","-10.24%"
"Feb 24, 2020","0.04513","0.04882","0.04884","0.04320","54.93M","-7.54%"
"Feb 23, 2020","0.04882","0.04456","0.04990","0.04364","58.32M","9.55%"
"Feb 22, 2020","0.04456","0.04588","0.05057","0.04446","87.67M","-2.89%"
"Feb 21, 2020","0.04589","0.03799","0.04889","0.03795","90.30M","20.79%"
"Feb 20, 2020","0.03799","0.03860","0.04378","0.03703","71.53M","-1.59%"
"Feb 19, 2020","0.03860","0.04096","0.04155","0.03717","43.25M","-5.76%"
"Feb 18, 2020","0.04096","0.03673","0.04126","0.03672","35.52M","11.54%"
"Feb 17, 2020","0.03673","0.03874","0.03874","0.03403","55.29M","-5.19%"
"Feb 16, 2020","0.03874","0.04417","0.04537","0.03589","71.36M","-12.32%"
"Feb 15, 2020","0.04418","0.04342","0.05726","0.04318","98.16M","1.74%"
"Feb 14, 2020","0.04342","0.04221","0.04388","0.04134","46.13M","2.89%"
"Feb 13, 2020","0.04221","0.04292","0.04440","0.04088","54.22M","-1.67%"
"Feb 12, 2020","0.04292","0.03975","0.04337","0.03967","42.40M","7.92%"
"Feb 11, 2020","0.03977","0.03831","0.03999","0.03746","28.87M","3.81%"
"Feb 10, 2020","0.03831","0.03823","0.03847","0.03696","39.21M","0.22%"
"Feb 09, 2020","0.03823","0.03631","0.03835","0.03630","46.54M","5.29%"
"Feb 08, 2020","0.03631","0.03750","0.03841","0.03534","59.18M","-3.17%"
"Feb 07, 2020","0.03750","0.03428","0.03842","0.03428","47.97M","9.38%"
"Feb 06, 2020","0.03428","0.03238","0.03867","0.03203","50.88M","5.87%"
"Feb 05, 2020","0.03238","0.03169","0.03291","0.03108","29.28M","2.19%"
"Feb 04, 2020","0.03169","0.02985","0.03198","0.02985","34.04M","6.15%"
"Feb 03, 2020","0.02985","0.02964","0.03054","0.02939","29.40M","0.71%"
"Feb 02, 2020","0.02964","0.02891","0.03090","0.02847","29.63M","2.53%"
"Feb 01, 2020","0.02891","0.02865","0.02909","0.02834","32.00M","0.92%"
"Jan 31, 2020","0.02865","0.02867","0.02941","0.02818","27.97M","-0.07%"
"Jan 30, 2020","0.02867","0.02770","0.02926","0.02747","35.18M","3.49%"
"Jan 29, 2020","0.02770","0.02756","0.02800","0.02675","35.57M","0.49%"
"Jan 28, 2020","0.02756","0.02523","0.02763","0.02519","34.28M","9.29%"
"Jan 27, 2020","0.02522","0.02557","0.02620","0.02507","35.79M","-1.38%"
"Jan 26, 2020","0.02557","0.02476","0.02567","0.02453","24.75M","3.29%"
"Jan 25, 2020","0.02476","0.02397","0.02483","0.02363","24.26M","3.30%"
"Jan 24, 2020","0.02397","0.02411","0.02430","0.02370","35.72M","-0.63%"
"Jan 23, 2020","0.02412","0.02542","0.02547","0.02380","36.13M","-5.10%"
"Jan 22, 2020","0.02542","0.02552","0.02557","0.02514","34.21M","-0.42%"
"Jan 21, 2020","0.02552","0.02532","0.02558","0.02497","31.47M","0.78%"
"Jan 20, 2020","0.02533","0.02571","0.02632","0.02532","34.49M","-1.49%"
"Jan 19, 2020","0.02571","0.02599","0.02747","0.02471","53.56M","-1.09%"
"Jan 18, 2020","0.02599","0.02518","0.02608","0.02468","39.94M","3.24%"
"Jan 17, 2020","0.02518","0.02397","0.02787","0.02383","49.49M","5.06%"
"Jan 16, 2020","0.02397","0.02457","0.02512","0.02358","37.03M","-2.46%"
"Jan 15, 2020","0.02457","0.02455","0.02469","0.02355","32.97M","0.08%"
"Jan 14, 2020","0.02455","0.02279","0.02456","0.02217","40.96M","7.71%"
"Jan 13, 2020","0.02279","0.02370","0.02399","0.02270","20.32M","-3.82%"
"Jan 12, 2020","0.02370","0.02249","0.02441","0.02229","41.40M","5.37%"
"Jan 11, 2020","0.02249","0.02338","0.02351","0.02238","31.93M","-3.79%"
"Jan 10, 2020","0.02338","0.02202","0.02339","0.02195","42.06M","6.17%"
"Jan 09, 2020","0.02202","0.02168","0.02210","0.02151","25.92M","1.58%"
"Jan 08, 2020","0.02168","0.02214","0.02242","0.02138","33.20M","-2.08%"
"Jan 07, 2020","0.02214","0.02235","0.02292","0.02194","31.36M","-0.88%"
"Jan 06, 2020","0.02233","0.02192","0.02246","0.02176","25.09M","1.89%"
"Jan 05, 2020","0.02192","0.02186","0.02227","0.02177","22.74M","0.26%"
"Jan 04, 2020","0.02186","0.02225","0.02243","0.02171","27.47M","-1.73%"
"Jan 03, 2020","0.02225","0.02179","0.02232","0.02130","21.32M","2.10%"
"Jan 02, 2020","0.02179","0.02207","0.02208","0.02161","24.62M","-1.28%"
"Jan 01, 2020","0.02207","0.02159","0.02256","0.02150","23.89M","2.26%"
"Dec 31, 2019","0.02159","0.02263","0.02265","0.02147","50.44M","-4.63%"
"Dec 30, 2019","0.02263","0.02170","0.02292","0.02148","43.92M","4.30%"
"Dec 29, 2019","0.02170","0.02175","0.02209","0.02132","34.74M","-0.23%"
"Dec 28, 2019","0.02175","0.02251","0.02335","0.02167","38.74M","-3.37%"
"Dec 27, 2019","0.02251","0.02147","0.02355","0.02136","35.01M","4.84%"
"Dec 26, 2019","0.02147","0.02149","0.02188","0.02105","31.32M","-0.10%"
"Dec 25, 2019","0.02149","0.02167","0.02204","0.02112","25.26M","-0.81%"
"Dec 24, 2019","0.02167","0.02122","0.02245","0.02101","24.81M","2.12%"
"Dec 23, 2019","0.02122","0.02139","0.02209","0.02102","39.66M","-0.83%"
"Dec 22, 2019","0.02139","0.02121","0.02275","0.02110","38.58M","0.88%"
"Dec 21, 2019","0.02121","0.02249","0.02269","0.02118","29.60M","-5.73%"
